"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"2015-10-16.jpg","","https://lh3.googleusercontent.com/-CXKbI0YXICc/ViGEYsitH-I/AAAAAAAAAVw/sDoH7iPHFIkVFFozrTeSC9locbFelrwqgCLABGAYYCw/s0-d/2015-10-16.jpg","","0","Oct 16, 2015, 11:12:34 PM UTC","Oct 16, 2015, 11:16:24 PM UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
