"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"drum_buddha.jpg","Is there any historical precedent for this sculpture? Does it, in fact, represent the buddha? Place, Period? What is he holding? Lotus, Drum?","https://lh3.googleusercontent.com/-A9EeNEF2mRk/VbVLdy13dkI/AAAAAAAAASY/1T4UAoLZxmIqkymVs1FJNh-ko2vsiurIgCLABGAYYCw/s0-d/drum_buddha.jpg","","165","Jul 26, 2015, 9:04:55 PM UTC","Jul 26, 2015, 9:09:38 PM UTC","0.0","0.0","0.0","0.0","","","","lotus -- prayer wheel --; Thanks Joseph, I&#39;m sure that&#39;s right. I&#39;ve still not found its prototype.; Jon ..<br /><br />Prayer wheel is Tibetan..","; ; ","; ; ","","","","","","","","","0","0"
