"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"2013-09-02","","https://lh3.googleusercontent.com/-8VRFlCBiByU/UiUhwxKK0xI/AAAAAAAAADA/aZpZM4PqzacPBFH8NF2RtytWlIa_CsUTQCLABGAYYCw/s0-d/2013-09-02","","0","Sep 2, 2013, 11:39:47 PM UTC","Sep 2, 2013, 11:45:31 PM UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
